video_id,title,filename,pub_date,assemblyai_transcript_id
ho9M0vaYd7U,Taking Control | The Sangha US #42 | 09.10.22,2022-09-10-taking-control-the-sangha-us-42-09-10-22.md,2022-09-10,71097559-f683-4f50-ba38-45228c570274
HEHczILJwgw,Comfortable Practice | Scott B #2 | 9.9.22,2022-09-09-comfortable-practice-scott-b-2-9-9-22.md,2022-09-09,51ef6370-e156-4102-b375-c987a7578f98
Ylcg3pPeN04,Expert in One Skill | The Sangha UK #70 | 9.7.22,2022-09-07-expert-in-one-skill-the-sangha-uk-70-9-7-22.md,2022-09-07,045b4e7e-683f-4c2e-acd6-524432c9ed0a
jwlpqs9QmAI,Questions from Over There | Dean #7 | 9.7.22,2022-09-07-questions-from-over-there-dean-7-9-7-22.md,2022-09-07,b71e4231-7fa9-4703-a620-d925918d4814
qo9wHYN-RiI,The Music of Life | Martin V #2 | 9.4.22,2022-09-04-the-music-of-life-martin-v-2-9-4-22.md,2022-09-04,3be51c84-4ff0-44c5-96fd-ec994bd54ae3
CqWhEWnYFeM,Anapanasati Leads to Jhana | Markus M #9 | 9.5.22,2022-09-05-anapanasati-leads-to-jhana-markus-m-9-9-5-22.md,2022-09-05,080e5470-8ae3-42ff-9963-8f7e056d7bda
Yi5w9uxGamQ,"Mission, Website, Governance | Open Sangha Foundation Meeting #5 | 9.15.22",2022-09-15-mission--website--governance-open-sangha-foundation-meeting-5-9-15-22.md,2022-09-15,e81eaac0-7b4c-4571-a2fe-e6726870f293
O_1Ha63JhVY,Wakey Wakey | Markus M #8 | 9.5.22,2022-09-05-wakey-wakey-markus-m-8-9-5-22.md,2022-09-05,f7a035c4-d581-45c3-89b6-2047661ec36e
K2_oGr7fupk,How Did Buddhism Reach the West? | The Sangha UK #69 | 9.4.22,2022-09-04-how-did-buddhism-reach-the-west--the-sangha-uk-69-9-4-22.md,2022-09-04,fd35487d-65e9-40b7-9bdb-99f1c11c64ad
4SteQ9iWc3U,Views & Evidence | Robert Co #29 | 9.1.22,2022-09-01-views---evidence-robert-co-29-9-1-22.md,2022-09-01,c0221242-f278-4d3f-97ea-a8e22865f895
98ZX71ca_As,Understanding Power | The Sangha UK #68 | 8.28.22,2022-08-28-understanding-power-the-sangha-uk-68-8-28-22.md,2022-08-28,47b2cbf5-3cc1-4141-a6e0-cf951715810c
T7Z2OyEr-Zk,The Practice is Skill Development | The Sangha UK #67 | 8.25.22,2022-08-25-the-practice-is-skill-development-the-sangha-uk-67-8-25-22.md,2022-08-25,1238ed92-091c-4fe4-8680-07e6ff9b9fc2
NB-9XxE16OE,"Discernment, Triggers, Anchors | The Sangha UK #66 | 8.21.22",2022-08-21-discernment--triggers--anchors-the-sangha-uk-66-8-21-22.md,2022-08-21,1d878ea5-fd73-4fa4-85a6-910e35b13a05
PTcwbKRThzc,Recondition the Mind | The Sangha UK #65 | 8.17.22,2022-08-17-recondition-the-mind-the-sangha-uk-65-8-17-22.md,2022-08-17,b5e86095-6427-4f02-9f19-2be2fbf49603
fP5ksgwBsW4,Change | Robert C #28 | 8.14.22,2022-08-14-change-robert-c-28-8-14-22.md,2022-08-14,f5f02d23-6838-45bf-8aed-6a5b61f69cb1
nGxaDJ3xp3I,Choosing Happiness | The Sangha UK #64 | 8.14.22,2022-08-14-choosing-happiness-the-sangha-uk-64-8-14-22.md,2022-08-14,99504008-4d46-4cce-b285-510245b913e5
j2u2W9usBLg,Places to Practice | The Sangha US #41 | 08.13.22,2022-08-13-places-to-practice-the-sangha-us-41-08-13-22.md,2022-08-13,aca38cd5-ae9b-40e5-8574-5859cc373eb0
QuzNcQkP7S8,How the Mind Works | Markus M #7 | 8.12.22,2022-08-12-how-the-mind-works-markus-m-7-8-12-22.md,2022-08-12,b005719a-e0b6-4ecb-890e-0cc2246c809d
MBWbofvB5-M,"Applied and Sustained | Scott #9, Laurent #12, Dean #8 | 8.11.22",2022-08-11-applied-and-sustained-scott-9--laurent-12--dean-8-8-11-22.md,2022-08-11,9681f1cd-28fc-42c2-b456-80bf89cc7460
WTAyIR-uAMg,Here Now | The Sangha UK #63 | 8.10.22,2022-08-10-here-now-the-sangha-uk-63-8-10-22.md,2022-08-10,ee97a664-e45b-4b44-9428-3ea28c05deab
5VrzNEhOjBk,Knowledge & Deliverance | Michael #1 | 8.9.22,2022-08-09-knowledge---deliverance-michael-1-8-9-22.md,2022-08-09,b39d898f-b96b-4990-a310-31621829bd65
8g29g_dnBKE,"Buddhadāsa, Nobility, and Lineage | The Sangha UK #62 | 8.7.22",2022-08-07-buddhadāsa--nobility--and-lineage-the-sangha-uk-62-8-7-22.md,2022-08-07,737ebe35-21bc-4c9a-a58c-eca8a2e6ac31
XA18nQ9qJJw,Dependent Origination: From Ignorance to Dukkha | The Sangha US #40 | 08.06.22,2022-08-06-dependent-origination--from-ignorance-to-dukkha-the-sangha-us-40-08-06-22.md,2022-08-06,18ebeb3e-49e6-4a5e-84ad-db4cde73bdd8
DIeBL6jzTmY,"Breathe Well | Dean #6, Laurent #11 | 8.6.22",2022-08-06-breathe-well-dean-6--laurent-11-8-6-22.md,2022-08-06,d0971ccb-c1b5-4068-a70f-8fac8c3c7a65
ObcfcHZOf5c,Teaching Enthusiasm | Markus M #6 | 8.5.22,2022-08-05-teaching-enthusiasm-markus-m-6-8-5-22.md,2022-08-05,af63c7f6-8cb5-486e-b215-60fbb141fc20
FS3hp4ljRtY,Tensions in the Body | The Sangha UK #61 | 8.3.22,2022-08-03-tensions-in-the-body-the-sangha-uk-61-8-3-22.md,2022-08-03,01dce10f-5137-4ced-9e23-855a2c01ddfa
h1N4UdST5pI,Investigation is a Skill | Markus M #5 | 7.31.22,2022-07-31-investigation-is-a-skill-markus-m-5-7-31-22.md,2022-07-31,bf8e7824-3a56-40e7-a462-c33fd521ca0f
gJajT2a2Z38,Check Things Out | Eric R #7 | 8.12.22,2022-08-12-check-things-out-eric-r-7-8-12-22.md,2022-08-12,14b82e1b-f05a-4e3d-bb82-83d6fc77c219
eaa-hvAvQjo,"The Teaching is Small | Christian B #3, Laurent | 7.31.22",2022-07-31-the-teaching-is-small-christian-b-3--laurent-7-31-22.md,2022-07-31,dd783752-db98-482d-9c34-00d77e13bfe4
GLNHjA-Oy-M,What’s Your Poison? | The Sangha UK #60 | 7.30.22,2022-07-30-what-s-your-poison--the-sangha-uk-60-7-30-22.md,2022-07-30,42953a83-7cc9-4e86-aae0-77692a36f782
85r0Q2XHuuQ,Everything Falls Apart | Tessa #8 | 7.30.22,2022-07-30-everything-falls-apart-tessa-8-7-30-22.md,2022-07-30,51726661-8148-40bc-b3a3-4099271ec964
7i0DzlNfcfs,Teaching & Sangha | The Sangha US #39 | 07.29.22,2022-07-29-teaching---sangha-the-sangha-us-39-07-29-22.md,2022-07-29,a53af007-06df-4e5c-9b13-9d1367abed9a
NfujSJ6gvIQ,Journeys | Cathal #5 | 8.15.22,2022-08-15-journeys-cathal-5-8-15-22.md,2022-08-15,3c8ce416-fb52-446e-96a7-ee7468507bc2
7HzFahd0JW4,Delusion | Markus M #4 | 7.29.22,2022-07-29-delusion-markus-m-4-7-29-22.md,2022-07-29,774a4127-0b29-40ee-9cee-de7ccb5f4fa6
kMqCRp3VVEw,Dispassion & Disenchantment | The Sangha UK #59 | 7.27.22,2022-07-27-dispassion---disenchantment-the-sangha-uk-59-7-27-22.md,2022-07-27,29a7a09c-b18b-49b1-b80f-06f3ec66bdf1
EvrP7WsIeYc,Guided Meditation | Tessa #7 | 7.24.22,2022-07-24-guided-meditation-tessa-7-7-24-22.md,2022-07-24,fd858390-34b5-4634-a5ab-803b4b48efa7
ojPTtD3wFmw,Dhamma Eyes | The Sangha UK #58 | 7.23.22,2022-07-23-dhamma-eyes-the-sangha-uk-58-7-23-22.md,2022-07-23,239a9fff-634d-49c6-af5a-87fff2ba65b1
f5aWHoUhmkM,Goenka | John #2 | 7.23.22,2022-07-23-goenka-john-2-7-23-22.md,2022-07-23,ca8185f0-d454-4679-a7c7-69b85de663cb
OG-ARo8PCkc,"Desire, Will, & Destiny | The Sangha US #38 | 07.22.22",2022-07-22-desire--will----destiny-the-sangha-us-38-07-22-22.md,2022-07-22,066849c8-e21f-4c48-9ff2-5547d8b1d730
OI07JZH-0WM,Take it Easy | Christian B #2 | 7.21.22,2022-07-21-take-it-easy-christian-b-2-7-21-22.md,2022-07-21,7a5aa528-17a2-450f-bf8b-d569e6a22e73
y0f7ER6JtKI,"The Path is Easy | Cathal #4, Dean | 7.21.22",2022-07-21-the-path-is-easy-cathal-4--dean-7-21-22.md,2022-07-21,c4f47166-cb22-4a6a-8b9f-883f4930be0a
HJWTjGD-kKE,Anxiety Feedback Loops | The Sangha UK #57 | 7.20.22,2022-07-20-anxiety-feedback-loops-the-sangha-uk-57-7-20-22.md,2022-07-20,3a72724b-1acf-43c8-98f4-b2c4a4fa4ac5
rAa_31csMkE,A Long Deep Breath | The Sangha US #37 | 07.16.22,2022-07-16-a-long-deep-breath-the-sangha-us-37-07-16-22.md,2022-07-16,808618f6-e4cb-4e56-a268-912b5dffd2d5
Suex61V9QmU,Psychiatry | Markus #3 | 7.16.22,2022-07-16-psychiatry-markus-3-7-16-22.md,2022-07-16,97d703da-967e-4e92-a9d6-55c2ff31a885
jAanCAlhE0I,"Initial Board, 501(c)(3), and Initial Mission | Open Sangha Foundation Meeting #4 | 8.8.22",2022-08-08-initial-board--501-c--3---and-initial-mission-open-sangha-foundation-meeting-4-8-8-22.md,2022-08-08,c76fd484-6199-45d2-980f-d1717b525e7b
z_AZGxu7b7c,"Right Attitude, Confirmation Bias, Dukkha Ñānas | The Sangha UK #56 | 7.14.22",2022-07-14-right-attitude--confirmation-bias--dukkha-ñānas-the-sangha-uk-56-7-14-22.md,2022-07-14,9992bbde-0012-4fe5-a728-7715e1759b37
1qNIwKTUKTA,Arriving Home | Cathal #3 | 7.14.22,2022-07-14-arriving-home-cathal-3-7-14-22.md,2022-07-14,58f11c95-ab6e-443e-82af-0379977b8c72
Hg8fb4ZItPM,An Old Path | Christian B #1 | 7.13.22,2022-07-13-an-old-path-christian-b-1-7-13-22.md,2022-07-13,91a40790-3c2c-4390-b3de-dbdc20e2f883
lMKnfd_rNXQ,"Set Things Down | Robert C #27, Laurent | 7.12.22",2022-07-12-set-things-down-robert-c-27--laurent-7-12-22.md,2022-07-12,a3563460-08b5-48bc-bd40-cba617e6b398
zyOGl6N5Xsg,Hakuna Matata | The Sangha UK #55 | 7.10.22,2022-07-10-hakuna-matata-the-sangha-uk-55-7-10-22.md,2022-07-10,e73b1a58-cb76-4f66-ae36-0fcf7ab8c77f
egjC_hdykA4,"A Bucketful of Praise | Tessa #5, Robert Ca | 7.10.22",2022-07-10-a-bucketful-of-praise-tessa-5--robert-ca-7-10-22.md,2022-07-10,f039224c-7d3a-46c3-a4a7-1c502f5c7a72
u8ylRXzBXXg,Repetition and Confidence | The Sangha US #36 | 07.08.22,2022-07-08-repetition-and-confidence-the-sangha-us-36-07-08-22.md,2022-07-08,c80cbb20-e7b2-4926-a01e-76770f5eb5a9
Z1WpdTuQODs,Don’t Map the Dungeon | The Sangha UK #54 | 7.7.22,2022-07-07-don-t-map-the-dungeon-the-sangha-uk-54-7-7-22.md,2022-07-07,eb45ee80-def2-4929-a37f-bd71c87a8f78
wkwlbcX_oEM,Immediate Change | Emil #1 | 7.7.22,2022-07-07-immediate-change-emil-1-7-7-22.md,2022-07-07,b8c903fc-63c9-45d1-ae9c-f4b7180983fa
eTsVGl5R7Vg,Jumping with Joy | Cathal #2 | 7.7.22,2022-07-07-jumping-with-joy-cathal-2-7-7-22.md,2022-07-07,14d4497b-4734-4618-8b76-3431eb84d044
HeUsfx-pLW4,Being Alive Right Now; Who Could Ask for More? | Tessa #6 | 7.20.22,2022-07-20-being-alive-right-now--who-could-ask-for-more--tessa-6-7-20-22.md,2022-07-20,816f3f0e-de43-4314-a4ea-f94670d62c76
fJ33oCFHyv8,AN 8.6 Lokavipatti Sutta: The Failings of the World | Robert Co | 7.6.22,2022-07-06-an-8-6-lokavipatti-sutta--the-failings-of-the-world-robert-co-7-6-22.md,2022-07-06,711ef179-dce4-451f-8ce5-dc28eb44be4f
8mw1ci18zIc,Open Sangha Foundation Meeting #3 | 7.26.22,2022-07-26-open-sangha-foundation-meeting-3-7-26-22.md,2022-07-26,192f4796-a9eb-427e-bbff-a8ea2f970404
ufqD6setZy4,It's all about a Friendly State of Mind | Laurent #10 | 7.5.22,2022-07-05-it-s-all-about-a-friendly-state-of-mind-laurent-10-7-5-22.md,2022-07-05,32ff085e-cc58-469c-93c0-5648c49f3fa0
qE2eSw88U3I,Reclaim Your Joy | Tessa #4 | 7.4.22,2022-07-04-reclaim-your-joy-tessa-4-7-4-22.md,2022-07-04,785bf738-3876-40a1-a946-627645272bd7
969mo9N4SkM,Red or Green? The Choice is Yours | The Sangha UK #53 | 7.3.22,2022-07-03-red-or-green--the-choice-is-yours-the-sangha-uk-53-7-3-22.md,2022-07-03,2e7cc707-bb16-4ec2-b665-9286a66378d8
8m90rHI5lCg,Ethical Standards and Karma Machines | Martin V #1 | 7.2.22,2022-07-02-ethical-standards-and-karma-machines-martin-v-1-7-2-22.md,2022-07-02,f53495b4-bd9d-42e3-83eb-12c254f87e04
OD-t1LBHIZs,No Argument | Markus #2 | 7.2.22,2022-07-02-no-argument-markus-2-7-2-22.md,2022-07-02,3d5713b1-2770-450d-b630-b0a8d447afc5
q4UlI7mbMhA,"Instant Gratification | Cathal #1, Eno | 6.30.22",2022-06-30-instant-gratification-cathal-1--eno-6-30-22.md,2022-06-30,4b126ec8-c623-4908-9b92-3f9f7d0cf04c
_zCkpX8zu7s,Culture and Desire | Eric R #5 | 6.20.22,2022-06-20-culture-and-desire-eric-r-5-6-20-22.md,2022-06-20,363b927c-bdf9-4827-b676-7bd666af8d02
lmaf0t583Ds,"Mindfulness of Breathing and the Jhānas | Gavin #4, Tyler | 6.8.22",2022-06-08-mindfulness-of-breathing-and-the-jhānas-gavin-4--tyler-6-8-22.md,2022-06-08,93ff0f48-d2d2-4f6f-beb4-ed4015c30c89
hOTwhfWX62k,Playing with Dependent Origination (again) | Laurent #7 | 6.2.22,2022-06-02-playing-with-dependent-origination--again--laurent-7-6-2-22.md,2022-06-02,fac3ff6b-ba1a-4587-a51e-1de7d221bff0
rk3098NUkyY,Fear Is in the Body | Robert Ca #14 | 6.29.22,2022-06-29-fear-is-in-the-body-robert-ca-14-6-29-22.md,2022-06-29,ba223d57-da36-4356-baf9-0c2bcd8048d7
ZrV6G1JvpCw,Feeling Responsible | Laurent #10 | 6.29.22,2022-06-29-feeling-responsible-laurent-10-6-29-22.md,2022-06-29,2d266fbb-c623-4fe9-b14c-cccb6983c557
14RANWd18nc,Using Jhanas to Perceive Dependent Origination | Scott #8 | 6.27.22,2022-06-27-using-jhanas-to-perceive-dependent-origination-scott-8-6-27-22.md,2022-06-27,1a490a21-dbd2-4a55-985e-a3fd54f66380
ThafS0QEJmQ,Stubbing Our Toes on Reality | Markus #1 | 6.27.22,2022-06-27-stubbing-our-toes-on-reality-markus-1-6-27-22.md,2022-06-27,704f61cb-8218-4e97-9667-1541738db7c1
vgcyWQgIots,Don’t Jump Overboard! | Eric R #6 | 6.27.22,2022-06-27-don-t-jump-overboard--eric-r-6-6-27-22.md,2022-06-27,4c0171e7-eaf9-40fb-a9ed-a4dca1e65936
BH5WZBWOdB8,This is All You Need | The Sangha UK #52 | 6.26.22,2022-06-26-this-is-all-you-need-the-sangha-uk-52-6-26-22.md,2022-06-26,ccd7ebe6-e659-4abc-9334-2fcba1b9ff5f
2vLmrzEr7p0,Wise Ignorance; Wise Reflection | The Sangha US #35 | 06.25.22,2022-06-25-wise-ignorance--wise-reflection-the-sangha-us-35-06-25-22.md,2022-06-25,db9e6631-7e22-42e3-8f8b-c10edaf8637e
OH10XGmeIo4,Knowing Enough about Dependent Origination | Laurent #9 | 6.23.22,2022-06-23-knowing-enough-about-dependent-origination-laurent-9-6-23-22.md,2022-06-23,10b23ddc-883b-4208-8743-7c1fabf90167
BXgCn5xejHk,Have Fun; Make Friends | Dean #5 | 6.23.22,2022-06-23-have-fun--make-friends-dean-5-6-23-22.md,2022-06-23,1662e84a-905d-4acd-8ab9-ed3bc8816219
CVSJCZtfmbo,"Meaning, Compliance, & Rebellion | Robert Ca #13 | 6.19.22",2022-06-19-meaning--compliance----rebellion-robert-ca-13-6-19-22.md,2022-06-19,31410135-7f3e-4894-a7ee-7a9c9e09d15f
oW8TsDuCTyA,The Eightfold Noble Method | Isiaha #1 | 11.11.22,2022-11-11-the-eightfold-noble-method-isiaha-1-11-11-22.md,2022-11-11,5594e866-f7f5-4b18-ac85-6f44bb981380
_4EibicfU-8,The Change Model | Will #2 | 6.22.22,2022-06-22-the-change-model-will-2-6-22-22.md,2022-06-22,c49a7b96-4838-4bcc-b940-628ad2f2fab5
8Mlc0YpgSbE,"Dukkha, Dukkha-nirodha | The Sangha UK #51 | 6.22.22",2022-06-22-dukkha--dukkha-nirodha-the-sangha-uk-51-6-22-22.md,2022-06-22,19591eb0-5df4-4b4d-84cb-ee2be66149a8
L2noFdjzcHs,Basic Practice For Immediate Benefit | Sangha US #206 | 02.14.26,2026-02-14-basic-practice-for-immediate-benefit-sangha-us-206-02-14-26.md,2026-02-14,75139065-ea69-4737-a4c9-98e8d971ed9f
l8-XjIownRw,"Creativity, Playfulness, Awareness and Gladdening the Mind | Phra Daniel | Sangha UK #340 | 02.08.26",2026-02-08-creativity--playfulness--awareness-and-gladdening-the-mind-phra-daniel-sangha-uk-340-02-08-26.md,2026-02-08,d3eda5d1-4f08-48fa-a650-bec5ce5d3e25
cLn4J8wuhi8,What It Is Like For The Mind To Be Noble | Sangha US #205 | 02.07.26,2026-02-07-what-it-is-like-for-the-mind-to-be-noble-sangha-us-205-02-07-26.md,2026-02-07,19001eb9-39e5-4329-bd96-f8e00af39c43
53_oN2_iz3I,Tying Theory & Practice Together | Joe #9 | 6.21.22,2022-06-21-tying-theory---practice-together-joe-9-6-21-22.md,2022-06-21,9bf68949-2b1a-49f4-a883-758780ec28a5
S0qsaoWntJc,Post Retreat Checkup | Laurent #10 | 6.21.22,2022-06-21-post-retreat-checkup-laurent-10-6-21-22.md,2022-06-21,67efc4b2-c996-4908-95b7-382451b79713
LIc15wmMnZI,The Breath is Sweet | The Sangha UK #50 | 6.19.22,2022-06-19-the-breath-is-sweet-the-sangha-uk-50-6-19-22.md,2022-06-19,da652d2a-bc55-40bd-8dc9-ecc20dce5ac8
86bBD-iNwdw,Take a Walk | Robert Ca #11 | 6.17.22,2022-06-17-take-a-walk-robert-ca-11-6-17-22.md,2022-06-17,cc61b247-93ac-41a8-949b-3feb0a926346
7tjyx-g6INQ,Choices & Changes | John #1 | 6.16.22,2022-06-16-choices---changes-john-1-6-16-22.md,2022-06-16,5a4a79f0-ae8b-4404-9f1b-0af2e70edf7f
MljR0eff-Uk,"Expectations, Standards, Rules | Robert Ca #10 | 6.15.22",2022-06-15-expectations--standards--rules-robert-ca-10-6-15-22.md,2022-06-15,0bcb2728-3a47-488e-9097-d6ae5ab8446b
CFZaBgL9gHY,Freedom From Western Passivity | Beau #2 | 6.9.22,2022-06-09-freedom-from-western-passivity-beau-2-6-9-22.md,2022-06-09,22b5ec22-fa46-43fd-ac9b-f9d216074bf1
y6YuIRL8yHI,Be the Hero | Robert Ca #9 | 6.8.22,2022-06-08-be-the-hero-robert-ca-9-6-8-22.md,2022-06-08,d84cbca2-9064-4348-9b3c-dce1697c57b5
9Ujz-oY9K9o,Soaking up Success | Robert Ca | 6.3.22,2022-06-03-soaking-up-success-robert-ca-6-3-22.md,2022-06-03,b9a96bea-7b04-4e87-a67a-b27e6bf00a2a
WQfIkhRwv-k,Satisfying Seclusion | Robert Ca | 6.2.22,2022-06-02-satisfying-seclusion-robert-ca-6-2-22.md,2022-06-02,c00627ec-ffc0-4935-9478-61ac4e3af530
JfujvpLHmm8,"Skills of Music and Dhamma, Playing with Smoking | Beau #1, Robert Ca | 6.6.22",2022-06-06-skills-of-music-and-dhamma--playing-with-smoking-beau-1--robert-ca-6-6-22.md,2022-06-06,c82c4ee6-f35a-4440-97dc-df71a42460f3
u8c-Hfl7I1M,"Kinds of Freedom, Care, and Ignorance | The Sangha UK #49 | 6.5.22",2022-06-05-kinds-of-freedom--care--and-ignorance-the-sangha-uk-49-6-5-22.md,2022-06-05,b6f8288e-7971-406f-b17f-c08c0c56db58
u_YCuk9iuAc,Practice Being Satisfied | The Sangha US #34 | 06.04.22,2022-06-04-practice-being-satisfied-the-sangha-us-34-06-04-22.md,2022-06-04,13e33d7f-d056-4589-950a-b255c9e1bada
SOIqfKzhbZM,The Way of Satisfaction and Friendship | The Sangha UK #48 | 6.2.22,2022-06-02-the-way-of-satisfaction-and-friendship-the-sangha-uk-48-6-2-22.md,2022-06-02,1893c2c3-0e32-4e35-bfa0-087055abe952
etKQk-5VVRg,Playing with Dependent Origination (Paticcasamuppāda) | Laurent #9 | 6.2.22,2022-06-02-playing-with-dependent-origination--paticcasamuppāda--laurent-9-6-2-22.md,2022-06-02,bafe0488-42f7-4c95-8210-c25ba05885b3
5MfDEpdY8fk,Success | Dean #4 | 6.1.22,2022-06-01-success-dean-4-6-1-22.md,2022-06-01,e6674483-c35a-4eb7-ac27-8f24be945750
GQMUbpJPOIY,Everything Worth Having | The Sangha UK #47 | 5.29.22,2022-05-29-everything-worth-having-the-sangha-uk-47-5-29-22.md,2022-05-29,6583076e-69d4-4671-b6a8-c8ba3b433a49
eWzSqmA3EmU,Figuring Out Dependent Origination (Paticcasamuppāda) | Laurent #8 | 5.29.22,2022-05-29-figuring-out-dependent-origination--paticcasamuppāda--laurent-8-5-29-22.md,2022-05-29,a54e1ceb-468c-4821-b837-db0bc9547fa4
yn-NAQ6Gpgg,Pitiful Rules; Successful Reframing | The Sangha US #33 | 05.27.22,2022-05-27-pitiful-rules--successful-reframing-the-sangha-us-33-05-27-22.md,2022-05-27,a2f8afc8-16ce-4f8a-962d-bf246eeda949
UeilxSgp8kA,MN 2: Sabbasava Sutta | All The Taints | Robert C | 05.26.22,2022-05-26-mn-2--sabbasava-sutta-all-the-taints-robert-c-05-26-22.md,2022-05-26,4152e218-48c5-4a3c-9483-53e2bd41f485
TDP1ZD_Wrpc,Life is Sensational | Alex #31 | 5.25.22,2022-05-25-life-is-sensational-alex-31-5-25-22.md,2022-05-25,8254fd3e-d972-430e-bde3-11089741808d
coYydrcvzaI,It’s Not Important | The Sangha UK #46 | 5.22.22,2022-05-22-it-s-not-important-the-sangha-uk-46-5-22-22.md,2022-05-22,ebea3805-dc85-43ea-8f9c-836b3b714f84
gvnrymTuyCU,Loving Life | Agnes #16 | 5.22.22,2022-05-22-loving-life-agnes-16-5-22-22.md,2022-05-22,d325dba2-65e5-4a78-8c9b-212e55b7f7b5
3Ebe2dJuBiA,Dealing with the Fetters | The Sangha US #32 | 05.21.22,2022-05-21-dealing-with-the-fetters-the-sangha-us-32-05-21-22.md,2022-05-21,1890c619-cd60-430d-a397-157f8b023ed9
ysLtJeUmB_s,"Becoming Lighter: Nothing is Good Enough | Laurent #7, Scott #7 | 5.20.22",2022-05-20-becoming-lighter--nothing-is-good-enough-laurent-7--scott-7-5-20-22.md,2022-05-20,88b366af-7f09-489d-8b63-5ee763b545c9
rot2W_jRKZk,Learning from the Breath | The Sangha UK #45 | 5.19.22,2022-05-19-learning-from-the-breath-the-sangha-uk-45-5-19-22.md,2022-05-19,88315199-0e6c-4a74-b38f-777eec6d1009
fCi7tiTGEcQ,Open Sangha Foundation Meeting #2 | 6.2.22,2022-06-02-open-sangha-foundation-meeting-2-6-2-22.md,2022-06-02,08eec289-2f2e-42e6-8cd8-6d4aa777acef
-G27JBgyikQ,Challenging Fast Thinking | Eric R #4 | 5.19.22,2022-05-19-challenging-fast-thinking-eric-r-4-5-19-22.md,2022-05-19,d9535585-30ca-46dc-a8f4-5fd1d1366a06
JJJn2ttphNQ,"Thinking, Fast and Slow | Aljoscha #3 | 5.19.22",2022-05-19-thinking--fast-and-slow-aljoscha-3-5-19-22.md,2022-05-19,048be165-d3df-491c-ae19-e36fcb7a6d37
hM5zIa2Kre8,Gaps in Goenka; Shining a Light | Will #1 | 5.18.22,2022-05-18-gaps-in-goenka--shining-a-light-will-1-5-18-22.md,2022-05-18,20fb5024-398f-499c-b939-d15270af17bc
h6eiLtH-SWc,The Wholesomeness of Now | The Sangha UK #44 | 5.15.22,2022-05-15-the-wholesomeness-of-now-the-sangha-uk-44-5-15-22.md,2022-05-15,ee4e9e2e-1791-4b3c-a879-a67870685a90
u0kBP3hPQYQ,Awake to Being Alive | The Sangha US #31 | 05.14.22,2022-05-14-awake-to-being-alive-the-sangha-us-31-05-14-22.md,2022-05-14,ec7aed13-3b12-4f09-832d-0897f283756a
f3uTgZqQ76M,Sensations We Don't Like | Dean #3 | 5.13.22,2022-05-13-sensations-we-don-t-like-dean-3-5-13-22.md,2022-05-13,222c8961-54b6-41b6-a5f7-2ffcb3e9cf07
npnXPaL6x0Y,"Enthusiasm, Doubt, Relaxation | Dean #2, Robert C | 5.12.22",2022-05-12-enthusiasm--doubt--relaxation-dean-2--robert-c-5-12-22.md,2022-05-12,5ce4eebf-f68d-4327-859f-cfe482b53e35
m_-R1XlpGp4,This is the Path | The Sangha US #30 | 05.06.22,2022-05-06-this-is-the-path-the-sangha-us-30-05-06-22.md,2022-05-06,a542f43b-c4a2-4346-8cc1-78df3c50fcdc
FLV2fRbCufk,Finding Home | Laurent #6 | 5.6.22,2022-05-06-finding-home-laurent-6-5-6-22.md,2022-05-06,9b80abe4-5e8f-43de-b41a-22093d2fa42b
MRELRtg-Lo4,The Prison of the Person | The Sangha UK #43 | 5.12.22,2022-05-12-the-prison-of-the-person-the-sangha-uk-43-5-12-22.md,2022-05-12,8e0eb2ab-cd2c-4d87-9261-bcd58280dda9
wP-yevnod50,The Destination is Here | The Sangha UK #42 | 5.4.22,2022-05-04-the-destination-is-here-the-sangha-uk-42-5-4-22.md,2022-05-04,582c65f4-6dce-4b95-a9f4-1ca6a788697d
QB4L5uVTaXQ,Open Sangha Foundation Meeting #1 | 5.16.22,2022-05-16-open-sangha-foundation-meeting-1-5-16-22.md,2022-05-16,887c2965-8038-44a9-aeb6-7ed703e4a82a
sSiQSu8a0rE,Just Relax | Dean #1 | 5.3.22,2022-05-03-just-relax-dean-1-5-3-22.md,2022-05-03,87d3dbe2-84a6-4044-8eb6-8e047add1ba4
rWY5JpDB-U4,Right Effort: Just Let Go | The Sangha UK #41 | 5.1.22,2022-05-01-right-effort--just-let-go-the-sangha-uk-41-5-1-22.md,2022-05-01,6e89654a-e413-4b0b-bd4e-53891210071f
BB2Kz3nkQ5E,Being Satisfied | David M #1 | 05.01.22,2022-05-01-being-satisfied-david-m-1-05-01-22.md,2022-05-01,872e08ae-c790-4c4e-a0f1-1af92e6910dd
RXSQ3ht28Xg,Using Anchors | Laurent #5 | 4.30.22,2022-04-30-using-anchors-laurent-5-4-30-22.md,2022-04-30,32760615-70c3-48ea-888e-8145a6f07b3e
G5rrGC5h3nY,Anticipation & Right Attitude | The Sangha US #29 | 04.29.22,2022-04-29-anticipation---right-attitude-the-sangha-us-29-04-29-22.md,2022-04-29,a447f2a4-d1b6-4d96-a976-720418aeccb6
EkuDvEebqQQ,"Pain, Investigation, & Change | Karl #2 | 4.25.22",2022-04-25-pain--investigation----change-karl-2-4-25-22.md,2022-04-25,4fac2545-db5d-40b6-82c5-df762f2e7d3d
